,is_spam,sms
679,0,ii log wat sdrybi
680,0,go e lunch
681,1,hi sue I year old work lapdancer I love sex text I live I bedroom text sue textoperator g da ppmsg
682,0,I want ask I wait I finish leave cos left finish hour anyway
683,0,finish work yet
684,0,every king cry baby every great building map important r today reach tomorrow god ni
685,0,dear cherthalain case r come cochon pus call start shall also reach accordingly tell I day r comingtmorow I engage holiday
686,0,thank love I torch bold
687,1,forward please call immediately urgent message wait
688,0,farm open
689,0,sorry trouble buy dad big small sat n sun
690,0,sister law hope great month say hey axilla
691,0,purchase stuff today mail po box number
692,0,ah poor look like ill probe send lawton get fix cut problem
693,0,good good job I like entrepreneur
694,0,right close still around alexis place
695,0,meet corporation st outside gap see mind work
696,0,sum ask I buy food home
697,0,ku also mug reply mug
698,0,much r I willing pay
699,0,sorry ill call later
700,0,important prevent dehydration give enough fluid
701,0,bit weird even suppose happen good idea sure pub
702,0,true dear sit pray evening feel soto I say time
703,0,I think I get away tree long family town sorry
704,0,anna grm harris
705,0,quite late war anyway I win b drive
706,1,review keep fantastic nikita engage game deck club nikita go wwcnupdatescomnewslett subscribe alert reply word
707,1,half price orange line rental late camera phone free phone call mobilesdirect free update orstoptxt
708,0,height confidence aeronautic professor call amp ask sit airplane sit tell dat plane make student dey hurry plane move say make student
709,0,seem like weird timing night g want I come smoke day shitstorm attribute I always come make everyone smoke
710,1,amp cost p
711,0,save stress person form account send account detail money send
712,0,also know lunch menu da I know
713,0,I stuff sell ill tell
714,1,urgent nd attempt contact win call b tcsbcmwcnxx callcost pp mobilesvary maxap
715,0,book lesson mug I I call work st go get speck membership pp
716,1,win guaranteed cash prize claim prize call customer service representative amp
717,0,masha feel upset assume mindsetbelieve I one evening I I wonderful plan let life begin againcall I daytime
718,0,oh send I address
719,0,fine daytime good
720,0,wonder full slim
721,0,even colony jelly
722,0,world run I stillmaybe feel I admit matthew correction let I call lifeand keep run worldly r also runninglet run
723,0,get look scrumptious daddy want eat night long
724,0,cos war ba ok pm never ask go ah I say would ask fro say ask today
725,0,alright om gutta change order half
726,0,exactly anyway far side study visit
727,0,funny ask I
728,1,email alertfrom peri stewartsize subject low prescription drvgsto listen email call
729,0,spring come early may
730,0,feel bad I use money take speak dinner
731,0,even get trouble convincingjust tell twice tell neglect leg c read reply
732,0,leave later tone search opportunityall go fastpls add I prayer dearrakhesh
733,0,one talk I
734,0,thank look I I really appreciate
735,1,hi customer loyalty offerthe new nikita mobile txtauction txt word start get text pmtmsg
736,0,wish I
737,0,hata may rite know I well da feeling like someone go fast go find one gas group attach liar
738,0,yes I glad make
739,0,well little time thing good time ahead
740,0,get room soon I put clock back til I shout everyone get realise another hour bed
741,0,ok may free grm
742,0,man like short lady gaze eye
743,0,funny say go lid time
744,0,I promise take good care princess I run please send pick get chance tell
745,1,subscribe good mobile content service per day send stop help
746,0,reason speak year anyway great week good exam
747,0,monday next week give I full gist
748,1,realize year well thousand old lady run around tattoo
749,1,important customer service announcement premier
750,0,time lip pageboy
751,0,get library
752,0,really sorry recognise number confuse r please
753,0,holly
754,0,think anyone spare room top head
755,0,faith make thing possiblehope make thing worklove make thing beautifully three christmasmerry christmas
756,0,make appointment
757,0,call I youcarlo phone vibrate act I might hear text
758,1,romantic paris night flight book next year call tss apply
759,0,granddad oh dear still ill I feel shit morning I think I hunger another night leave sit
760,1,urgent guarantee award still exclaim call closingdate claimcode mm apspmmorefrommobilebremovedmobypoboxlsyf
761,0,nothing would ask cos ba gun go mt saber yes yes go already may today go call
762,0,wish family merry x happy new year advance
763,1,award city break could win summer shopping spree every txt store skilgme tscswinawkage apsperwksub
764,0,going get something unless meet dinner hata I wonder go time
765,0,sorry ill call later
766,0,I pick phone right pus send message
767,0,I know dramatic school already close tomorrow apparently drive inch snow suppose get
768,0,get anywhere damn job hunt
769,0,drunkard hair moment yeah still tonight plan
770,0,ida get weaken way shit twice row
771,0,I leave minute get space
772,0,sleepingand surge
773,0,thank pick trash
774,0,go tell friend sure want live smoke much spend hour beg come smoke
775,0,hi kate lovely see tonight ill phone tomorrow I get sing guy give I card xx
776,0,happy new year dear brother I really miss get number decide send text wish happiness axilla
777,0,mean get door
778,0,opinion I kusruthi movable silent spy character mature stylish simple pus reply
779,0,mm I think say hour slave late I punish
780,0,beverage
781,1,important customer service announcement premier call freephone
782,0,think turn like randomlly within min opening
783,0,suppose make still town though
784,0,time fix spelling sometimes get completely word go figure
785,1,ever think live good life perfect partner txt back name age join mobile community arm
786,1,free top polyphonic tone call national rate get toppoly tune send every week text supply per pole sub
787,0,god man dear nice day
788,0,hop enjoy game yesterday sorry give touch pus know fondly great week axilla
789,0,e well drive mr
790,0,dogbreath sound like jan c thataos al
791,0,org I want scream I weigh I lose weight woohoo
792,0,generally one unaccountable noun dictionary piece research
793,0,really get I hang around
794,1,orange customer may claim free camera phone upgrade loyalty call offer end march apply stout avail
795,0,peter boy wherever I friendsare thekingshead come canoe nice
796,0,ok I mug b I leave house
797,0,time leave minute ago
798,1,last chance claim worth discount voucher today text shop savamob offer mobile savamob pobox mud sub
799,0,apt lttimegt fault listen I tell twice
800,1,free st week nikita tone mobile every week txt nikita get take tell mate wwgetzedcouk pobox ww normptone
801,1,win guaranteed award even cast claim award call free stop getstop pp x
802,0,k ill
803,0,I lead imp
804,0,sure make sure know aunt smoking yet
805,0,blood always work quit
806,0,I take half day leave I well
807,0,ugh I anna get bed warm
808,0,nervous left
809,0,ring come gun costume gift future yowife hint hint
810,1,congratulation award either gift voucher free entry weekly draw txt music wwldewcomwinppmxage
811,0,I borrow bag ok
812,1,outside simonwatson since ply bid visit sum acsmsreward end bid modification reply end
813,0,boston I miss happen
814,0,lot use one babe model help bring hell match
815,0,also bring galilee hobby
816,0,respond
817,0,babe enjoy yourjob seem b get well hunnyhope take care iaollspeak soonlot love xxi
818,0,good afternoon starshine boston grave I yet ache fuck I lip cappuccino I miss babe teasing kiss
819,0,road txt
820,1,smsservice yourinclusive text credit pus get wwcomuknet login x subscribe stop extra charge help come cm
821,1,p life moon child need song mob tell ms txt tone charity nokia poly charity pole red profit charity
822,0,good evening tell
823,0,bit piece sigh
824,0,hahahause brain dear
825,0,hey get mail
826,0,sorry light turn green I mean another friend wanted leave worth may around
827,0,thank yesterday sir wonderful hope enjoy burial mojibiola
828,1,secret admirer reveal think r special call opt reply reveal stop per mug red must care
829,0,hi mate nice message say hello co havenaot send age start drive stay roadsrvx
830,1,dear voucher holder claim week offer pp please go httpwwetlpcoukexpressoffer tss apply stop text txt stop
831,0,thank much shape wit k sure get pleasure company hope good give ultimatum oh count burn enjoy message I send day ago
